Cidade;Cursos;Disputa;Nota;Sigla
Santa Catarina, Brasil;Administração;Cota racial 1,5 salário mínimo;603,4;UFSC
Santa Catarina, Brasil;Administração;Cota racial 1,5 salário mínimo;636,27;UFSC
Santa Catarina, Brasil;Administração;Cota racial 1,5 salário mínimo;649,97;UFSC
Santa Catarina, Brasil;Administração;Esc. Pública 1,5 salário mínimo;639,28;UFSC
Santa Catarina, Brasil;Administração;Esc. Pública 1,5 salário mínimo;642,27;UFSC
Santa Catarina, Brasil;Administração;Esc. Pública 1,5 salário mínimo;651,1;UFSC
Santa Catarina, Brasil;Administração;Esc. Pública 1,5 salário mínimo;683,73;UFSC
Santa Catarina, Brasil;Administração;Escola Pública;667,86;UFSC
Santa Catarina, Brasil;Administração;Escola Pública;676,98;UFSC
Santa Catarina, Brasil;Administração;Escola Pública;701,41;UFSC
Santa Catarina, Brasil;Administração;Escola Pública;721,77;UFSC
Santa Catarina, Brasil;Agronomia;Ampla concor.;686,15;UFSC
Santa Catarina, Brasil;Agronomia;Cota racial;594,89;UFSC
Santa Catarina, Brasil;Agronomia;Cota racial 1,5 salário mínimo;618,58;UFSC
Santa Catarina, Brasil;Agronomia;Esc. Pública 1,5 salário mínimo;617,36;UFSC
Santa Catarina, Brasil;Agronomia;Escola Pública;669,85;UFSC
Santa Catarina, Brasil;Animação;Ampla concor.;766,27;UFSC
Santa Catarina, Brasil;Animação;Cota racial;716,31;UFSC
Santa Catarina, Brasil;Animação;Cota racial 1,5 salário mínimo;689,42;UFSC
Santa Catarina, Brasil;Animação;Esc. Pública 1,5 salário mínimo;691,47;UFSC
Santa Catarina, Brasil;Animação;Escola Pública;732,84;UFSC
Santa Catarina, Brasil;Antropologia;Ampla concor.;703,42;UFSC
Santa Catarina, Brasil;Antropologia;Cota racial;627,15;UFSC
Santa Catarina, Brasil;Antropologia;Cota racial 1,5 salário mínimo;607,6;UFSC
Santa Catarina, Brasil;Antropologia;Esc. Pública 1,5 salário mínimo;580,6;UFSC
Santa Catarina, Brasil;Antropologia;Escola Pública;654,16;UFSC
Santa Catarina, Brasil;Arquitetura e Urb.;Ampla concor.;756,44;UFSC
Santa Catarina, Brasil;Arquitetura e Urb.;Cota racial;667,47;UFSC
Santa Catarina, Brasil;Arquitetura e Urb.;Cota racial 1,5 salário mínimo;703,09;UFSC
Santa Catarina, Brasil;Arquitetura e Urb.;Esc. Pública 1,5 salário mínimo;710,18;UFSC
Santa Catarina, Brasil;Arquitetura e Urb.;Escola Pública;734,76;UFSC
Santa Catarina, Brasil;Arquivologia;Ampla concor.;608,98;UFSC
Santa Catarina, Brasil;Arquivologia;Cota racial;546,24;UFSC
Santa Catarina, Brasil;Arquivologia;Cota racial 1,5 salário mínimo;558,27;UFSC
Santa Catarina, Brasil;Arquivologia;Esc. Pública 1,5 salário mínimo;575,76;UFSC
Santa Catarina, Brasil;Arquivologia;Escola Pública;599,29;UFSC
Santa Catarina, Brasil;Artes Cênicas;Ampla concor.;724,64;UFSC
Santa Catarina, Brasil;Artes Cênicas;Cota racial;658,78;UFSC
Santa Catarina, Brasil;Artes Cênicas;Cota racial 1,5 salário mínimo;597,25;UFSC
Santa Catarina, Brasil;Artes Cênicas;Esc. Pública 1,5 salário mínimo;666,55;UFSC
Santa Catarina, Brasil;Artes Cênicas;Escola Pública;677,05;UFSC
Santa Catarina, Brasil;Biblioteconomia;Ampla concor.;624,24;UFSC
Santa Catarina, Brasil;Biblioteconomia;Cota racial;567,13;UFSC
Santa Catarina, Brasil;Biblioteconomia;Cota racial 1,5 salário mínimo;560,36;UFSC
Santa Catarina, Brasil;Biblioteconomia;Esc. Pública 1,5 salário mínimo;605,09;UFSC
Santa Catarina, Brasil;Biblioteconomia;Escola Pública;598,67;UFSC
Santa Catarina, Brasil;Ciênc Computação;Ampla concor.;790,13;UFSC
Santa Catarina, Brasil;Ciênc Computação;Cota racial;692,76;UFSC
Santa Catarina, Brasil;Ciênc Computação;Cota racial 1,5 salário mínimo;646,16;UFSC
Santa Catarina, Brasil;Ciênc Computação;Esc. Pública 1,5 salário mínimo;740,39;UFSC
Santa Catarina, Brasil;Ciênc Computação;Escola Pública;781,45;UFSC
Santa Catarina, Brasil;Ciênc Informação;Ampla concor.;709,2;UFSC
Santa Catarina, Brasil;Ciênc Informação;Cota racial;593,53;UFSC
Santa Catarina, Brasil;Ciênc Informação;Cota racial 1,5 salário mínimo;665,13;UFSC
Santa Catarina, Brasil;Ciênc Informação;Esc. Pública 1,5 salário mínimo;633,62;UFSC
Santa Catarina, Brasil;Ciências Biológicas;Ampla concor.;698,15;UFSC
Santa Catarina, Brasil;Ciências Biológicas;Ampla concor.;723,78;UFSC
Santa Catarina, Brasil;Ciências Biológicas;Cota racial;625,78;UFSC
Santa Catarina, Brasil;Ciências Biológicas;Cota racial;647,96;UFSC
Santa Catarina, Brasil;Ciências Biológicas;Cota racial 1,5 salário mínimo;631,84;UFSC
Santa Catarina, Brasil;Ciências Biológicas;Cota racial 1,5 salário mínimo;655,36;UFSC
Santa Catarina, Brasil;Ciências Biológicas;Esc. Pública 1,5 salário mínimo;661,4;UFSC
Santa Catarina, Brasil;Ciências Biológicas;Esc. Pública 1,5 salário mínimo;691,76;UFSC
Santa Catarina, Brasil;Ciências Biológicas;Escola Pública;685,27;UFSC
Santa Catarina, Brasil;Ciências Biológicas;Escola Pública;733,27;UFSC
Santa Catarina, Brasil;Ciências Econômicas;Ampla concor.;734,44;UFSC
Santa Catarina, Brasil;Ciências Econômicas;Ampla concor.;748,41;UFSC
Santa Catarina, Brasil;Ciências Econômicas;Cota racial;661,4;UFSC
Santa Catarina, Brasil;Ciências Econômicas;Cota racial;662,86;UFSC
Santa Catarina, Brasil;Ciências Econômicas;Cota racial 1,5 salário mínimo;622,36;UFSC
Santa Catarina, Brasil;Ciências Econômicas;Cota racial 1,5 salário mínimo;623,38;UFSC
Santa Catarina, Brasil;Ciências Econômicas;Esc. Pública 1,5 salário mínimo;672,46;UFSC
Santa Catarina, Brasil;Ciências Econômicas;Esc. Pública 1,5 salário mínimo;674,1;UFSC
Santa Catarina, Brasil;Ciências Econômicas;Escola Pública;702,46;UFSC
Santa Catarina, Brasil;Ciências Econômicas;Escola Pública;706,69;UFSC
Santa Catarina, Brasil;Ciências Sociais;Ampla concor.;686,11;UFSC
Santa Catarina, Brasil;Ciências Sociais;Ampla concor.;687,27;UFSC
Santa Catarina, Brasil;Ciências Sociais;Cota racial;598,93;UFSC
Santa Catarina, Brasil;Ciências Sociais;Cota racial;668,25;UFSC
Santa Catarina, Brasil;Ciências Sociais;Cota racial 1,5 salário mínimo;608,13;UFSC
Santa Catarina, Brasil;Ciências Sociais;Cota racial 1,5 salário mínimo;641,35;UFSC
Santa Catarina, Brasil;Ciências Sociais;Esc. Pública 1,5 salário mínimo;649,67;UFSC
Santa Catarina, Brasil;Ciências Sociais;Esc. Pública 1,5 salário mínimo;670,87;UFSC
Santa Catarina, Brasil;Ciências Sociais;Escola Pública;670,78;UFSC
Santa Catarina, Brasil;Ciências Sociais;Escola Pública;697,89;UFSC
Santa Catarina, Brasil;Cinema;Ampla concor.;748,31;UFSC
Santa Catarina, Brasil;Cinema;Cota racial;663,91;UFSC
Santa Catarina, Brasil;Cinema;Cota racial 1,5 salário mínimo;661,11;UFSC
Santa Catarina, Brasil;Cinema;Esc. Pública 1,5 salário mínimo;711,29;UFSC
Santa Catarina, Brasil;Cinema;Escola Pública;737,93;UFSC
Santa Catarina, Brasil;Design;Ampla concor.;734,4;UFSC
Santa Catarina, Brasil;Design;Cota racial;653,8;UFSC
Santa Catarina, Brasil;Design;Cota racial 1,5 salário mínimo;637,51;UFSC
Santa Catarina, Brasil;Design;Esc. Pública 1,5 salário mínimo;692,71;UFSC
Santa Catarina, Brasil;Design;Escola Pública;727,71;UFSC
Santa Catarina, Brasil;Design de Produto;Ampla concor.;719,46;UFSC
Santa Catarina, Brasil;Design de Produto;Cota racial;581,86;UFSC
Santa Catarina, Brasil;Design de Produto;Cota racial 1,5 salário mínimo;607,16;UFSC
Santa Catarina, Brasil;Design de Produto;Esc. Pública 1,5 salário mínimo;659,4;UFSC
Santa Catarina, Brasil;Design de Produto;Escola Pública;693,54;UFSC
Santa Catarina, Brasil;Direito;Ampla concor.;754,25;UFSC
Santa Catarina, Brasil;Direito;Ampla concor.;765,79;UFSC
Santa Catarina, Brasil;Direito;Cota racial;673,74;UFSC
Santa Catarina, Brasil;Direito;Cota racial;696,55;UFSC
Santa Catarina, Brasil;Direito;Cota racial 1,5 salário mínimo;686,44;UFSC
Santa Catarina, Brasil;Direito;Cota racial 1,5 salário mínimo;688,28;UFSC
Santa Catarina, Brasil;Direito;Esc. Pública 1,5 salário mínimo;717,34;UFSC
Santa Catarina, Brasil;Direito;Esc. Pública 1,5 salário mínimo;718,41;UFSC
Santa Catarina, Brasil;Direito;Escola Pública;742,43;UFSC
Santa Catarina, Brasil;Direito;Escola Pública;751,48;UFSC
Santa Catarina, Brasil;Educação Física;Ampla concor.;648,38;UFSC
Santa Catarina, Brasil;Educação Física;Ampla concor.;698,09;UFSC
Santa Catarina, Brasil;Educação Física;Cota racial;594,27;UFSC
Santa Catarina, Brasil;Educação Física;Cota racial;669,65;UFSC
Santa Catarina, Brasil;Educação Física;Cota racial 1,5 salário mínimo;601,02;UFSC
Santa Catarina, Brasil;Educação Física;Cota racial 1,5 salário mínimo;612,96;UFSC
Santa Catarina, Brasil;Educação Física;Esc. Pública 1,5 salário mínimo;627,13;UFSC
Santa Catarina, Brasil;Educação Física;Esc. Pública 1,5 salário mínimo;658,55;UFSC
Santa Catarina, Brasil;Educação Física;Escola Pública;653,27;UFSC
Santa Catarina, Brasil;Educação Física;Escola Pública;689,51;UFSC
Santa Catarina, Brasil;Enfermagem;Ampla concor.;742,8;UFSC
Santa Catarina, Brasil;Enfermagem;Cota racial;682,71;UFSC
Santa Catarina, Brasil;Enfermagem;Cota racial 1,5 salário mínimo;673,15;UFSC
Santa Catarina, Brasil;Enfermagem;Esc. Pública 1,5 salário mínimo;717,47;UFSC
Santa Catarina, Brasil;Enfermagem;Escola Pública;718,64;UFSC
Santa Catarina, Brasil;Eng Comp Automação;Ampla concor.;736,42;UFSC
Santa Catarina, Brasil;Eng Comp Automação;Cota racial;652,3;UFSC
Santa Catarina, Brasil;Eng Comp Automação;Cota racial 1,5 salário mínimo;605,56;UFSC
Santa Catarina, Brasil;Eng Comp Automação;Esc. Pública 1,5 salário mínimo;650,94;UFSC
Santa Catarina, Brasil;Eng Comp Automação;Escola Pública;733,66;UFSC
Santa Catarina, Brasil;Eng de Alimentos;Ampla concor.;690,02;UFSC
Santa Catarina, Brasil;Eng de Alimentos;Cota racial;603,4;UFSC
Santa Catarina, Brasil;Eng de Alimentos;Cota racial 1,5 salário mínimo;609,51;UFSC
Santa Catarina, Brasil;Eng de Alimentos;Esc. Pública 1,5 salário mínimo;597,88;UFSC
Santa Catarina, Brasil;Eng de Alimentos;Escola Pública;651,9;UFSC
Santa Catarina, Brasil;Eng de Aquicultura;Ampla concor.;621,36;UFSC
Santa Catarina, Brasil;Eng de Aquicultura;Cota racial;554,07;UFSC
Santa Catarina, Brasil;Eng de Aquicultura;Cota racial 1,5 salário mínimo;604,91;UFSC
Santa Catarina, Brasil;Eng de Aquicultura;Esc. Pública 1,5 salário mínimo;570,91;UFSC
Santa Catarina, Brasil;Eng de Aquicultura;Escola Pública;603,09;UFSC
Santa Catarina, Brasil;Eng de Materiais;Ampla concor.;719,45;UFSC
Santa Catarina, Brasil;Eng de Materiais;Cota racial;631,85;UFSC
Santa Catarina, Brasil;Eng de Materiais;Cota racial 1,5 salário mínimo;581,36;UFSC
Santa Catarina, Brasil;Eng de Materiais;Esc. Pública 1,5 salário mínimo;585,16;UFSC
Santa Catarina, Brasil;Eng de Materiais;Escola Pública;684,36;UFSC
Santa Catarina, Brasil;Eng de Prod Civil;Ampla concor.;712,39;UFSC
Santa Catarina, Brasil;Eng de Prod Civil;Cota racial;640,48;UFSC
Santa Catarina, Brasil;Eng de Prod Civil;Cota racial 1,5 salário mínimo;608,93;UFSC
Santa Catarina, Brasil;Eng de Prod Civil;Esc. Pública 1,5 salário mínimo;624,21;UFSC
Santa Catarina, Brasil;Eng de Prod Civil;Escola Pública;635,39;UFSC
Santa Catarina, Brasil;Eng Eletrônica;Ampla concor.;721,67;UFSC
Santa Catarina, Brasil;Eng Eletrônica;Cota racial;598,01;UFSC
Santa Catarina, Brasil;Eng Eletrônica;Cota racial 1,5 salário mínimo;571,56;UFSC
Santa Catarina, Brasil;Eng Eletrônica;Esc. Pública 1,5 salário mínimo;649,49;UFSC
Santa Catarina, Brasil;Eng Eletrônica;Escola Pública;731,25;UFSC
Santa Catarina, Brasil;Eng Prod Elétrica;Ampla concor.;730;UFSC
Santa Catarina, Brasil;Eng Prod Elétrica;Cota racial;586,35;UFSC
Santa Catarina, Brasil;Eng Prod Elétrica;Cota racial 1,5 salário mínimo;565,23;UFSC
Santa Catarina, Brasil;Eng Prod Elétrica;Esc. Pública 1,5 salário mínimo;619,34;UFSC
Santa Catarina, Brasil;Eng Prod Elétrica;Escola Pública;670,91;UFSC
Santa Catarina, Brasil;Eng Prod Mecânica;Ampla concor.;733,38;UFSC
Santa Catarina, Brasil;Eng Prod Mecânica;Cota racial;644,31;UFSC
Santa Catarina, Brasil;Eng Prod Mecânica;Cota racial 1,5 salário mínimo;612,54;UFSC
Santa Catarina, Brasil;Eng Prod Mecânica;Esc. Pública 1,5 salário mínimo;612,14;UFSC
Santa Catarina, Brasil;Eng Prod Mecânica;Escola Pública;671,7;UFSC
Santa Catarina, Brasil;Eng Química;Ampla concor.;736,5;UFSC
Santa Catarina, Brasil;Eng Química;Cota racial;685,43;UFSC
Santa Catarina, Brasil;Eng Química;Cota racial 1,5 salário mínimo;636,1;UFSC
Santa Catarina, Brasil;Eng Química;Esc. Pública 1,5 salário mínimo;705,79;UFSC
Santa Catarina, Brasil;Eng Química;Escola Pública;724,58;UFSC
Santa Catarina, Brasil;Eng Sanit Ambiental;Ampla concor.;698,37;UFSC
Santa Catarina, Brasil;Eng Sanit Ambiental;Cota racial;608,11;UFSC
Santa Catarina, Brasil;Eng Sanit Ambiental;Cota racial 1,5 salário mínimo;591,5;UFSC
Santa Catarina, Brasil;Eng Sanit Ambiental;Esc. Pública 1,5 salário mínimo;644,38;UFSC
Santa Catarina, Brasil;Eng Sanit Ambiental;Escola Pública;671,38;UFSC
Santa Catarina, Brasil;Engenharia Civil;Ampla concor.;725,15;UFSC
Santa Catarina, Brasil;Engenharia Civil;Cota racial;632,76;UFSC
Santa Catarina, Brasil;Engenharia Civil;Cota racial 1,5 salário mínimo;626,6;UFSC
Santa Catarina, Brasil;Engenharia Civil;Esc. Pública 1,5 salário mínimo;652,68;UFSC
Santa Catarina, Brasil;Engenharia Civil;Escola Pública;704,71;UFSC
Santa Catarina, Brasil;Engenharia Elétrica;Ampla concor.;729,14;UFSC
Santa Catarina, Brasil;Engenharia Elétrica;Cota racial;627,48;UFSC
Santa Catarina, Brasil;Engenharia Elétrica;Cota racial 1,5 salário mínimo;627,8;UFSC
Santa Catarina, Brasil;Engenharia Elétrica;Esc. Pública 1,5 salário mínimo;655,86;UFSC
Santa Catarina, Brasil;Engenharia Elétrica;Escola Pública;715,93;UFSC
Santa Catarina, Brasil;Engenharia Mecânica;Ampla concor.;750,28;UFSC
Santa Catarina, Brasil;Engenharia Mecânica;Cota racial;631,02;UFSC
Santa Catarina, Brasil;Engenharia Mecânica;Cota racial 1,5 salário mínimo;633;UFSC
Santa Catarina, Brasil;Engenharia Mecânica;Esc. Pública 1,5 salário mínimo;652,27;UFSC
Santa Catarina, Brasil;Engenharia Mecânica;Escola Pública;713,12;UFSC
Santa Catarina, Brasil;Farmácia;Ampla concor.;725,09;UFSC
Santa Catarina, Brasil;Farmácia;Cota racial;668,6;UFSC
Santa Catarina, Brasil;Farmácia;Cota racial 1,5 salário mínimo;641,73;UFSC
Santa Catarina, Brasil;Farmácia;Esc. Pública 1,5 salário mínimo;691,31;UFSC
Santa Catarina, Brasil;Farmácia;Escola Pública;718,76;UFSC
Santa Catarina, Brasil;Filosofia;Ampla concor.;671,98;UFSC
Santa Catarina, Brasil;Filosofia;Ampla concor.;681,29;UFSC
Santa Catarina, Brasil;Filosofia;Cota racial;519,18;UFSC
Santa Catarina, Brasil;Filosofia;Cota racial;595,4;UFSC
Santa Catarina, Brasil;Filosofia;Cota racial 1,5 salário mínimo;579,78;UFSC
Santa Catarina, Brasil;Filosofia;Cota racial 1,5 salário mínimo;618,36;UFSC
Santa Catarina, Brasil;Filosofia;Esc. Pública 1,5 salário mínimo;623,25;UFSC
Santa Catarina, Brasil;Filosofia;Esc. Pública 1,5 salário mínimo;644,38;UFSC
Santa Catarina, Brasil;Filosofia;Escola Pública;664,25;UFSC
Santa Catarina, Brasil;Filosofia;Escola Pública;686,42;UFSC
Santa Catarina, Brasil;Física;Ampla concor.;674,93;UFSC
Santa Catarina, Brasil;Física;Ampla concor.;728,75;UFSC
Santa Catarina, Brasil;Física;Cota racial;536,78;UFSC
Santa Catarina, Brasil;Física;Cota racial;608,51;UFSC
Santa Catarina, Brasil;Física;Cota racial 1,5 salário mínimo;586,55;UFSC
Santa Catarina, Brasil;Física;Cota racial 1,5 salário mínimo;609,38;UFSC
Santa Catarina, Brasil;Física;Esc. Pública 1,5 salário mínimo;652,67;UFSC
Santa Catarina, Brasil;Física;Esc. Pública 1,5 salário mínimo;700,87;UFSC
Santa Catarina, Brasil;Física;Escola Pública;628,8;UFSC
Santa Catarina, Brasil;Física;Escola Pública;738;UFSC
Santa Catarina, Brasil;Fonoaudiologia;Ampla concor.;703;UFSC
Santa Catarina, Brasil;Fonoaudiologia;Cota racial;661,84;UFSC
Santa Catarina, Brasil;Fonoaudiologia;Cota racial 1,5 salário mínimo;635,87;UFSC
Santa Catarina, Brasil;Fonoaudiologia;Esc. Pública 1,5 salário mínimo;669,33;UFSC
Santa Catarina, Brasil;Fonoaudiologia;Escola Pública;687,85;UFSC
Santa Catarina, Brasil;Geografia;Ampla concor.;647,78;UFSC
Santa Catarina, Brasil;Geografia;Ampla concor.;693,56;UFSC
Santa Catarina, Brasil;Geografia;Cota racial;604,04;UFSC
Santa Catarina, Brasil;Geografia;Cota racial;605,69;UFSC
Santa Catarina, Brasil;Geografia;Cota racial 1,5 salário mínimo;580,55;UFSC
Santa Catarina, Brasil;Geografia;Cota racial 1,5 salário mínimo;590,25;UFSC
Santa Catarina, Brasil;Geografia;Esc. Pública 1,5 salário mínimo;592,71;UFSC
Santa Catarina, Brasil;Geografia;Esc. Pública 1,5 salário mínimo;642,65;UFSC
Santa Catarina, Brasil;Geografia;Escola Pública;579,38;UFSC
Santa Catarina, Brasil;Geografia;Escola Pública;684,16;UFSC
Santa Catarina, Brasil;Geologia;Ampla concor.;687,4;UFSC
Santa Catarina, Brasil;Geologia;Cota racial;591,71;UFSC
Santa Catarina, Brasil;Geologia;Cota racial 1,5 salário mínimo;579,76;UFSC
Santa Catarina, Brasil;Geologia;Esc. Pública 1,5 salário mínimo;670,36;UFSC
Santa Catarina, Brasil;Geologia;Escola Pública;667,65;UFSC
Santa Catarina, Brasil;História;Ampla concor.;706,05;UFSC
Santa Catarina, Brasil;História;Ampla concor.;706,78;UFSC
Santa Catarina, Brasil;História;Cota racial;654,8;UFSC
Santa Catarina, Brasil;História;Cota racial;677;UFSC
Santa Catarina, Brasil;História;Cota racial 1,5 salário mínimo;614,31;UFSC
Santa Catarina, Brasil;História;Cota racial 1,5 salário mínimo;658,02;UFSC
Santa Catarina, Brasil;História;Esc. Pública 1,5 salário mínimo;655,33;UFSC
Santa Catarina, Brasil;História;Esc. Pública 1,5 salário mínimo;688,16;UFSC
Santa Catarina, Brasil;História;Escola Pública;711,71;UFSC
Santa Catarina, Brasil;História;Escola Pública;713,47;UFSC
Santa Catarina, Brasil;Jornalismo;Ampla concor.;747,04;UFSC
Santa Catarina, Brasil;Jornalismo;Cota racial;701,21;UFSC
Santa Catarina, Brasil;Jornalismo;Cota racial 1,5 salário mínimo;656,84;UFSC
Santa Catarina, Brasil;Jornalismo;Esc. Pública 1,5 salário mínimo;708,19;UFSC
Santa Catarina, Brasil;Jornalismo;Escola Pública;731,85;UFSC
Santa Catarina, Brasil;Letras Alemão;Ampla concor.;658,16;UFSC
Santa Catarina, Brasil;Letras Alemão;Cota racial;597,31;UFSC
Santa Catarina, Brasil;Letras Alemão;Cota racial 1,5 salário mínimo;568,49;UFSC
Santa Catarina, Brasil;Letras Alemão;Esc. Pública 1,5 salário mínimo;620,36;UFSC
Santa Catarina, Brasil;Letras Alemão;Escola Pública;600,2;UFSC
Santa Catarina, Brasil;Letras Espanhol;Ampla concor.;642,16;UFSC
Santa Catarina, Brasil;Letras Espanhol;Cota racial;577,36;UFSC
Santa Catarina, Brasil;Letras Espanhol;Cota racial 1,5 salário mínimo;604,51;UFSC
Santa Catarina, Brasil;Letras Espanhol;Esc. Pública 1,5 salário mínimo;623,04;UFSC
Santa Catarina, Brasil;Letras Espanhol;Escola Pública;608,25;UFSC
Santa Catarina, Brasil;Letras Francês;Ampla concor.;650,05;UFSC
Santa Catarina, Brasil;Letras Francês;Cota racial;565,76;UFSC
Santa Catarina, Brasil;Letras Francês;Cota racial 1,5 salário mínimo;564,64;UFSC
Santa Catarina, Brasil;Letras Francês;Esc. Pública 1,5 salário mínimo;624,15;UFSC
Santa Catarina, Brasil;Letras Francês;Escola Pública;642,09;UFSC
Santa Catarina, Brasil;Letras INGLÊS;Ampla concor.;700,82;UFSC
Santa Catarina, Brasil;Letras INGLÊS;Cota racial;640,8;UFSC
Santa Catarina, Brasil;Letras INGLÊS;Cota racial 1,5 salário mínimo;666,07;UFSC
Santa Catarina, Brasil;Letras INGLÊS;Esc. Pública 1,5 salário mínimo;655,25;UFSC
Santa Catarina, Brasil;Letras INGLÊS;Escola Pública;700,55;UFSC
Santa Catarina, Brasil;Letras Italiano;Ampla concor.;631,62;UFSC
Santa Catarina, Brasil;Letras Italiano;Cota racial;578,53;UFSC
Santa Catarina, Brasil;Letras Italiano;Cota racial 1,5 salário mínimo;611,11;UFSC
Santa Catarina, Brasil;Letras Italiano;Esc. Pública 1,5 salário mínimo;605,47;UFSC
Santa Catarina, Brasil;Letras Italiano;Escola Pública;591,82;UFSC
Santa Catarina, Brasil;Letras Português;Ampla concor.;682,7;UFSC
Santa Catarina, Brasil;Letras Português;Ampla concor.;693,05;UFSC
Santa Catarina, Brasil;Letras Português;Cota racial;612,92;UFSC
Santa Catarina, Brasil;Letras Português;Cota racial;615,79;UFSC
Santa Catarina, Brasil;Letras Português;Cota racial 1,5 salário mínimo;601,69;UFSC
Santa Catarina, Brasil;Letras Português;Cota racial 1,5 salário mínimo;602,7;UFSC
Santa Catarina, Brasil;Letras Português;Esc. Pública 1,5 salário mínimo;607,35;UFSC
Santa Catarina, Brasil;Letras Português;Esc. Pública 1,5 salário mínimo;657,38;UFSC
Santa Catarina, Brasil;Letras Português;Escola Pública;659,56;UFSC
Santa Catarina, Brasil;Letras Português;Escola Pública;663,89;UFSC
Santa Catarina, Brasil;Matemática;Ampla concor.;653,84;UFSC
Santa Catarina, Brasil;Matemática;Ampla concor.;703,47;UFSC
Santa Catarina, Brasil;Matemática;Cota racial;597,84;UFSC
Santa Catarina, Brasil;Matemática;Cota racial;631,79;UFSC
Santa Catarina, Brasil;Matemática;Cota racial 1,5 salário mínimo;548,47;UFSC
Santa Catarina, Brasil;Matemática;Cota racial 1,5 salário mínimo;581,81;UFSC
Santa Catarina, Brasil;Matemática;Esc. Pública 1,5 salário mínimo;586,2;UFSC
Santa Catarina, Brasil;Matemática;Esc. Pública 1,5 salário mínimo;625,54;UFSC
Santa Catarina, Brasil;Matemática;Escola Pública;655,67;UFSC
Santa Catarina, Brasil;Matemática;Escola Pública;711,79;UFSC
Santa Catarina, Brasil;Medicina;Ampla concor.;828,31;UFSC
Santa Catarina, Brasil;Medicina;Cota racial;780,36;UFSC
Santa Catarina, Brasil;Medicina;Cota racial 1,5 salário mínimo;756,71;UFSC
Santa Catarina, Brasil;Medicina;Esc. Pública 1,5 salário mínimo;792,31;UFSC
Santa Catarina, Brasil;Medicina;Escola Pública;813,56;UFSC
Santa Catarina, Brasil;Meteorologia;Ampla concor.;628,56;UFSC
Santa Catarina, Brasil;Meteorologia;Cota racial;654,98;UFSC
Santa Catarina, Brasil;Meteorologia;Cota racial 1,5 salário mínimo;534,49;UFSC
Santa Catarina, Brasil;Meteorologia;Esc. Pública 1,5 salário mínimo;609,76;UFSC
Santa Catarina, Brasil;Meteorologia;Escola Pública;741,09;UFSC
Santa Catarina, Brasil;Museologia;Ampla concor.;628,73;UFSC
Santa Catarina, Brasil;Museologia;Cota racial;634,37;UFSC
Santa Catarina, Brasil;Museologia;Cota racial 1,5 salário mínimo;560,1;UFSC
Santa Catarina, Brasil;Museologia;Esc. Pública 1,5 salário mínimo;587,73;UFSC
Santa Catarina, Brasil;Museologia;Escola Pública;629,38;UFSC
Santa Catarina, Brasil;Nutrição;Ampla concor.;761,15;UFSC
Santa Catarina, Brasil;Nutrição;Cota racial;687,11;UFSC
Santa Catarina, Brasil;Nutrição;Cota racial 1,5 salário mínimo;654,89;UFSC
Santa Catarina, Brasil;Nutrição;Esc. Pública 1,5 salário mínimo;690,55;UFSC
Santa Catarina, Brasil;Nutrição;Escola Pública;716,95;UFSC
Santa Catarina, Brasil;Oceanografia;Ampla concor.;738,29;UFSC
Santa Catarina, Brasil;Oceanografia;Cota racial;580,23;UFSC
Santa Catarina, Brasil;Oceanografia;Cota racial 1,5 salário mínimo;599,86;UFSC
Santa Catarina, Brasil;Oceanografia;Esc. Pública 1,5 salário mínimo;690,01;UFSC
Santa Catarina, Brasil;Oceanografia;Escola Pública;683,83;UFSC
Santa Catarina, Brasil;Odontologia;Ampla concor.;767,04;UFSC
Santa Catarina, Brasil;Odontologia;Cota racial;715,15;UFSC
Santa Catarina, Brasil;Odontologia;Cota racial 1,5 salário mínimo;702,49;UFSC
Santa Catarina, Brasil;Odontologia;Esc. Pública 1,5 salário mínimo;737,47;UFSC
Santa Catarina, Brasil;Odontologia;Escola Pública;760,58;UFSC
Santa Catarina, Brasil;Pedagogia;Ampla concor.;643,8;UFSC
Santa Catarina, Brasil;Pedagogia;Cota racial;598,98;UFSC
Santa Catarina, Brasil;Pedagogia;Cota racial 1,5 salário mínimo;581,4;UFSC
Santa Catarina, Brasil;Pedagogia;Esc. Pública 1,5 salário mínimo;611,2;UFSC
Santa Catarina, Brasil;Pedagogia;Escola Pública;650,07;UFSC
Santa Catarina, Brasil;Psicologia;Ampla concor.;763,53;UFSC
Santa Catarina, Brasil;Psicologia;Cota racial;682,56;UFSC
Santa Catarina, Brasil;Psicologia;Cota racial 1,5 salário mínimo;663,27;UFSC
Santa Catarina, Brasil;Psicologia;Esc. Pública 1,5 salário mínimo;730,6;UFSC
Santa Catarina, Brasil;Psicologia;Escola Pública;750,78;UFSC
Santa Catarina, Brasil;Química;Ampla concor.;692,16;UFSC
Santa Catarina, Brasil;Química;Cota racial;657,36;UFSC
Santa Catarina, Brasil;Química;Cota racial 1,5 salário mínimo;575,89;UFSC
Santa Catarina, Brasil;Química;Esc. Pública 1,5 salário mínimo;624,49;UFSC
Santa Catarina, Brasil;Química;Escola Pública;688,51;UFSC
Santa Catarina, Brasil;Rel Internacionais;Ampla concor.;760,27;UFSC
Santa Catarina, Brasil;Rel Internacionais;Cota racial;681;UFSC
Santa Catarina, Brasil;Rel Internacionais;Cota racial 1,5 salário mínimo;674,29;UFSC
